ACCELEROMETER X ,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.4395,-9.2661,-0.0521,-0.6639,-9.7621,0.6562,-1.5556,0.5738,-1.3243,0.8283,-0.3959,-0.2122,0.0,12.52,44.5,-7.55,87.43,83.35,131.38,0.0,1015.93,62.481,50.387066,-4.145713,87.0,NaN,,4.07,9.0,32.0,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,30,15,02,270,,21,00,000,*77::$GPGGA,195520,5023.222772,N,00408.742727,W,2,06,1.0,40.0,M,47.0,M,,*62::$GPVTG,32.2,T,32.2,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195520,A,5023.222772,N,00408.742727,W,2.1,32.2,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.9*38",210015,2019-08-30 20:55:20:874
-0.3439,-8.9444,3.3624,-0.6526,-9.4188,-2.6514,-2.4955,-3.0754,3.2407,1.4743,-0.3868,0.2606,0.0,11.59,45.75,-0.16,37.72,68.73,173.47,0.0,1015.88,61.179,50.387074,-4.145704,87.0,NaN,,4.1,9.0,31.9,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,29,15,02,270,,21,00,000,*7F::$GPGGA,195521,5023.223692,N,00408.742782,W,2,06,1.1,40.0,M,47.0,M,,*63::$GPVTG,32.0,T,32.0,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195521,A,5023.223692,N,00408.742782,W,2.2,32.0,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.9*3E",211016,2019-08-30 20:55:21:875
-2.1665,-15.0545,-14.4973,-0.6787,-9.2046,-3.3144,2.1375,3.493,-0.8661,-0.3889,1.6767,-0.2144,0.0,6.84,44.03,-8.9,17.53,64.62,165.83,0.0,1016.04,58.956,50.387074,-4.145704,87.0,NaN,,4.1,9.0,31.9,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,29,15,02,270,,21,00,000,*7F::$GPGGA,195522,5023.224188,N,00408.742223,W,2,06,1.1,40.0,M,47.0,M,,*65::$GPVTG,31.9,T,31.9,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195522,A,5023.224188,N,00408.742223,W,2.2,31.9,300819,4.8,W,D*2D::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.9*3E",212015,2019-08-30 20:55:22:874
0.8234,-7.7029,2.1036,-0.8865,-8.8035,-4.2287,0.8461,-0.7705,6.1585,-1.2655,1.6284,0.6198,0.0,7.01,42.03,-16.72,17.83,63.86,168.16,0.0,1016.03,53.438,50.38708,-4.145676,88.0,NaN,,3.96,9.0,32.0,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,30,15,02,270,,21,00,000,*77::$GPGGA,195523,5023.224389,N,00408.741617,W,2,06,1.1,41.0,M,47.0,M,,*66::$GPVTG,31.9,T,31.9,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195523,A,5023.224389,N,00408.741617,W,2.1,31.9,300819,4.8,W,D*2C::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.9*3E",213015,2019-08-30 20:55:23:874
0.3262,-12.9121,2.6395,-0.6511,-9.7723,-0.4978,-1.5099,-4.7043,-3.2542,-2.9612,-0.5632,0.552,0.0,7.58,40.38,-22.33,190.67,82.86,11.65,0.0,1016.04,56.53,50.387085,-4.145661,88.0,NaN,,3.92,9.0,43.3,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,31,15,02,270,,21,00,000,*76::$GPGGA,195524,5023.224702,N,00408.740564,W,2,06,1.5,41.0,M,47.0,M,,*64::$GPVTG,32.0,T,32.0,M,2.1,N,4.0,K,D*21::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195524,A,5023.224702,N,00408.740564,W,2.1,32.0,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.8,1.5,0.9*36",214016,2019-08-30 20:55:24:875
-1.9216,-9.5259,-2.7766,-0.1348,-9.6625,1.6696,-2.1357,1.3225,-1.1402,1.0298,-0.3033,-0.4565,0.0,8.25,42.1,-17.37,213.04,80.17,4.62,0.0,1015.98,66.187,50.38709,-4.145652,87.0,NaN,,4.0,9.0,41.6,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,30,15,02,270,,21,00,000,*77::$GPGGA,195525,5023.225099,N,00408.739681,W,2,06,1.1,41.0,M,47.0,M,,*63::$GPVTG,43.3,T,43.3,M,2.1,N,3.9,K,D*2F::$GLGSV,3,2,09,79,47,154,22,69,70,343,31,84,10,246,12,85,23,299,25*69::$GPRMC,195525,A,5023.225099,N,00408.739681,W,2.1,43.3,300819,4.8,W,D*26::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.9*3E",215015,2019-08-30 20:55:25:874
-2.2354,-9.3886,-0.7954,-1.0737,-9.7455,0.2085,1.3983,1.7439,0.1882,1.1749,-0.183,-0.2309,0.0,12.33,44.33,-8.16,98.69,82.35,124.8,0.0,1015.97,61.508,50.387104,-4.145623,86.0,NaN,,3.6,9.0,48.2,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,30,15,02,270,,21,00,000,*77::$GPGGA,195526,5023.225381,N,00408.739124,W,2,06,1.1,40.0,M,47.0,M,,*63::$GPVTG,41.6,T,41.6,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195526,A,5023.225381,N,00408.739124,W,2.2,41.6,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.9*3E",216016,2019-08-30 20:55:26:875
-1.8105,-10.3768,2.3929,-0.7373,-9.7316,-0.9605,0.9238,2.0341,4.2907,1.2943,-0.3296,-0.0187,0.0,11.69,45.68,-2.45,43.47,72.39,164.9,0.0,1015.89,65.357,50.387108,-4.145617,86.0,NaN,,3.74,9.0,48.0,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,29,15,02,270,,21,00,000,*7F::$GPGGA,195527,5023.226160,N,00408.737401,W,2,06,1.0,39.0,M,47.0,M,,*6F::$GPVTG,48.2,T,48.2,M,1.9,N,3.6,K,D*2B::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195527,A,5023.226160,N,00408.737401,W,1.9,48.2,300819,4.8,W,D*25::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.9*38",217015,2019-08-30 20:55:27:874
-1.1896,-8.4669,-4.8365,-0.4031,-9.3177,-3.0311,-4.7967,-10.447,-10.2194,-0.409,0.1049,0.585,0.0,10.16,45.9,-2.8,32.93,71.83,172.42,0.0,1016.03,62.831,50.38712,-4.145612,86.0,NaN,,3.53,9.0,47.8,8 / 17,"$GPGSV,2,2,08,28,08,142,09,30,69,126,29,15,02,270,,21,00,000,*7F::$GPGGA,195528,5023.226393,N,00408.737006,W,2,06,1.0,39.0,M,47.0,M,,*6D::$GPVTG,48.0,T,48.0,M,2.0,N,3.7,K,D*20::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195528,A,5023.226393,N,00408.737006,W,2.0,48.0,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.9*38",218016,2019-08-30 20:55:28:875
1.6509,-6.285,1.6318,-0.9809,-8.9031,-3.9929,2.0395,2.1676,6.0592,-0.4769,1.5365,0.5572,0.0,5.7,42.64,-16.5,24.81,74.5,160.05,0.0,1016.06,58.853,50.387123,-4.145602,87.0,NaN,,3.92,9.0,47.8,7 / 17,"$GPGSV,2,2,08,30,69,126,32,15,02,270,,21,00,000,,28,08,142,*7C::$GPGGA,195529,5023.227095,N,00408.736713,W,2,05,1.5,39.0,M,47.0,M,,*6C::$GPVTG,47.8,T,47.8,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195529,A,5023.227095,N,00408.736713,W,1.9,47.8,300819,4.8,W,D*25::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.8,1.5,0.9*3C",219016,2019-08-30 20:55:29:875
-2.3173,-10.2726,0.7796,-0.447,-9.6528,-1.6715,6.1935,-1.9974,4.2888,-1.965,-0.4649,-0.1316,0.0,7.25,41.38,-19.06,26.39,79.84,165.03,0.0,1016.07,51.589,50.387127,-4.145595,86.0,NaN,,3.74,9.0,47.8,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195530,5023.227389,N,00408.736145,W,2,05,1.5,40.0,M,47.0,M,,*61::$GPVTG,47.8,T,47.8,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195530,A,5023.227389,N,00408.736145,W,2.1,47.8,300819,4.8,W,D*2D::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.8,1.5,0.9*3C",220015,2019-08-30 20:55:30:874
-4.5535,-14.317,-3.3569,0.0794,-9.6322,1.8398,-2.656,-1.2494,-3.146,-0.7124,-0.7453,-0.0597,0.0,8.93,41.18,-18.31,219.99,78.27,2.75,0.0,1015.97,57.383,50.38713,-4.145578,86.0,NaN,,3.85,9.0,47.9,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195531,5023.227784,N,00408.735713,W,2,05,1.4,39.0,M,47.0,M,,*60::$GPVTG,47.8,T,47.8,M,2.0,N,3.7,K,D*20::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195531,A,5023.227784,N,00408.735713,W,2.0,47.8,300819,4.8,W,D*22::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.6,1.4,0.8*32",221015,2019-08-30 20:55:31:874
-2.1108,-8.6545,1.8746,-0.2757,-9.7386,1.12,-1.9315,0.4825,0.5005,0.8382,-0.0992,-0.325,0.0,10.28,43.0,-15.11,180.52,84.82,33.29,0.0,1016.0,64.973,50.387142,-4.145567,86.0,NaN,,4.1,9.0,47.8,7 / 17,"$GPGSV,2,2,08,30,69,126,32,15,02,270,,21,00,000,,28,08,142,*7C::$GPGGA,195532,5023.227930,N,00408.734670,W,2,05,1.0,39.0,M,47.0,M,,*63::$GPVTG,47.9,T,47.9,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195532,A,5023.227930,N,00408.734670,W,2.1,47.9,300819,4.8,W,D*25::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",222016,2019-08-30 20:55:32:875
-2.8746,-9.6158,0.7209,-0.6929,-9.7577,-0.6913,0.8534,-0.843,0.76,0.4897,-0.9604,-0.0656,0.0,13.05,44.15,-8.34,86.7,84.27,134.93,0.0,1016.03,69.828,50.387142,-4.145567,86.0,NaN,,4.1,9.0,47.8,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195533,5023.228717,N,00408.734006,W,2,05,1.4,39.0,M,47.0,M,,*65::$GPVTG,47.8,T,47.8,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195533,A,5023.228717,N,00408.734006,W,2.2,47.8,300819,4.8,W,D*25::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.6,1.4,0.8*32",223015,2019-08-30 20:55:33:874
1.431,-13.7002,-0.3179,-0.3564,-9.4372,-2.6425,-0.3589,-3.3133,-5.8714,-0.1382,-0.4362,-0.0785,0.0,14.15,44.76,-1.79,37.94,69.57,171.43,0.0,1015.92,59.727,50.387154,-4.145556,85.0,NaN,,3.56,9.0,48.0,7 / 17,"$GPGSV,2,2,08,30,69,126,30,15,02,270,,21,00,000,,28,08,142,*7E::$GPGGA,195534,5023.228578,N,00408.732984,W,2,05,1.0,39.0,M,47.0,M,,*68::$GPVTG,48.0,T,48.0,M,2.3,N,4.3,K,D*20::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195534,A,5023.228578,N,00408.732984,W,2.3,48.0,300819,4.8,W,D*2A::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",224015,2019-08-30 20:55:34:874
0.0575,-4.4603,0.7433,-1.2091,-8.7468,-4.2664,1.7048,3.0035,4.687,0.6919,0.4115,0.015,0.0,8.94,42.26,-13.41,28.04,66.26,157.92,0.0,1016.14,56.574,50.38716,-4.145544,85.0,NaN,,3.78,9.0,48.0,7 / 16,"$GPGSV,2,2,08,30,69,126,30,15,02,270,,21,00,000,,28,08,142,*7E::$GPGGA,195535,5023.229107,N,00408.733330,W,2,05,1.4,38.0,M,47.0,M,,*65::$GPVTG,48.0,T,48.0,M,1.9,N,3.6,K,D*2B::$GLGSV,2,2,08,79,47,154,21,69,70,343,31,85,23,299,23,80,03,187,*67::$GPRMC,195535,A,5023.229107,N,00408.733330,W,1.9,48.0,300819,4.8,W,D*2B::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.6,1.4,0.8*32",225016,2019-08-30 20:55:35:875
-2.4971,-13.2696,0.451,-0.282,-9.7949,-0.3873,-4.2971,-4.0446,-1.5564,-2.7323,0.1827,0.6008,0.0,3.8,40.88,-22.26,42.9,87.2,143.95,0.0,1016.13,54.48,50.38716,-4.145534,85.0,NaN,,3.56,9.0,48.0,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195536,5023.229452,N,00408.732653,W,2,05,1.4,38.0,M,47.0,M,,*62::$GPVTG,48.0,T,48.0,M,2.0,N,3.8,K,D*2F::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195536,A,5023.229452,N,00408.732653,W,2.0,48.0,300819,4.8,W,D*26::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.6,1.4,0.8*32",226016,2019-08-30 20:55:36:875
-2.5096,-13.5105,-4.4795,0.3114,-9.591,2.0215,-2.4979,-1.0239,-4.3246,-1.6313,0.1994,0.1483,0.0,7.88,41.69,-19.06,214.01,82.67,5.21,0.0,1016.05,63.017,50.38716,-4.145534,85.0,NaN,,3.56,9.0,48.0,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195537,5023.229707,N,00408.732051,W,2,05,1.0,38.0,M,47.0,M,,*60::$GPVTG,48.0,T,48.0,M,1.9,N,3.6,K,D*2B::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195537,A,5023.229707,N,00408.732051,W,1.9,48.0,300819,4.8,W,D*2A::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",227015,2019-08-30 20:55:37:874
-2.8314,-8.8345,0.4209,-0.546,-9.7726,0.6077,0.2031,0.9443,-1.1002,1.2439,-0.748,-0.6034,0.0,12.02,43.82,-9.59,110.19,84.73,105.81,0.0,1016.06,64.381,50.387177,-4.145524,85.0,NaN,,4.03,9.0,35.5,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195538,5023.229888,N,00408.732039,W,2,05,1.0,38.0,M,47.0,M,,*69::$GPVTG,34.2,T,34.2,M,2.0,N,3.6,K,D*21::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195538,A,5023.229888,N,00408.732039,W,2.0,34.2,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",228015,2019-08-30 20:55:38:874
-1.2246,-8.7735,1.2236,-0.571,-9.684,-1.4371,-2.1789,0.1909,1.4906,1.0866,-0.4026,0.0143,0.0,12.97,45.27,-2.56,51.63,74.66,166.58,0.0,1015.98,67.692,50.387188,-4.145508,86.0,NaN,,4.5,9.0,40.8,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195539,5023.230468,N,00408.731420,W,2,05,1.0,38.0,M,47.0,M,,*6D::$GPVTG,35.5,T,35.5,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195539,A,5023.230468,N,00408.731420,W,2.2,35.5,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",229015,2019-08-30 20:55:39:874
4.6677,-8.9356,-0.3758,-0.7999,-9.2723,-3.0911,1.5229,-6.6894,4.7499,1.4609,-1.3047,0.2056,0.0,11.97,45.64,-0.99,42.28,71.0,165.49,0.0,1015.96,68.459,50.3872,-4.145503,86.0,NaN,,4.32,9.0,45.2,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195540,5023.231201,N,00408.730475,W,2,05,1.4,39.0,M,47.0,M,,*6F::$GPVTG,40.8,T,40.8,M,2.4,N,4.5,K,D*21::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195540,A,5023.231201,N,00408.730475,W,2.4,40.8,300819,4.8,W,D*2E::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.7,1.4,0.8*33",230015,2019-08-30 20:55:40:874
1.9747,-2.8693,0.4357,0.5129,-9.1727,-3.4306,1.7149,1.3836,-3.1808,-1.5918,1.6135,-0.0463,0.0,7.34,44.41,-9.37,16.17,65.37,176.31,0.0,1016.13,60.46,50.38721,-4.145497,87.0,NaN,,4.28,9.0,38.9,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195542,5023.232694,N,00408.729804,W,2,05,1.0,40.0,M,47.0,M,,*6E::$GPVTG,38.9,T,38.9,M,2.3,N,4.3,K,D*20::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195542,A,5023.232694,N,00408.729804,W,2.3,38.9,300819,4.8,W,D*2C::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.9*32",231016,2019-08-30 20:55:41:875
1.5357,-6.2398,1.2801,-1.1073,-8.7706,-4.2451,-2.4683,-1.0353,3.7102,-1.0019,2.2332,0.7759,0.0,6.05,42.0,-17.42,23.47,75.57,163.19,0.0,1016.16,57.6,50.387222,-4.145491,87.0,NaN,,4.21,9.0,34.9,7 / 17,"$GPGSV,2,2,08,30,69,126,31,15,02,270,,21,00,000,,28,08,142,*7F::$GPGGA,195542,5023.232694,N,00408.729804,W,2,05,1.0,40.0,M,47.0,M,,*6E::$GPVTG,38.9,T,38.9,M,2.3,N,4.3,K,D*20::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195542,A,5023.232694,N,00408.729804,W,2.3,38.9,300819,4.8,W,D*2C::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.9*32",232016,2019-08-30 20:55:42:875
0.1925,-14.9834,-0.9968,-0.9191,-9.7344,-0.7533,-2.8067,-5.2187,-1.4285,-2.985,-0.7489,0.4734,0.0,8.75,40.08,-22.32,62.59,83.04,129.34,0.0,1016.05,52.912,50.387234,-4.145483,87.0,NaN,,3.96,9.0,36.9,7 / 17,"$GPGSV,2,2,08,30,69,126,30,15,02,270,,21,00,000,,28,08,142,*7E::$GPGGA,195543,5023.233508,N,00408.729443,W,2,05,1.0,40.0,M,47.0,M,,*67::$GPVTG,34.9,T,34.9,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195543,A,5023.233508,N,00408.729443,W,2.3,34.9,300819,4.8,W,D*29::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.9*32",233016,2019-08-30 20:55:43:875
-2.1671,-9.035,-0.3627,-0.8589,-9.6793,1.3203,-1.211,0.3003,-3.0111,0.2658,-0.6143,-0.2283,0.0,8.07,41.72,-18.66,164.61,80.76,33.05,0.0,1016.1,59.857,50.38724,-4.145469,88.0,NaN,,3.85,9.0,37.8,7 / 17,"$GPGSV,2,2,08,30,69,126,28,15,02,270,,21,00,000,,28,08,142,*77::$GPGGA,195544,5023.233915,N,00408.728975,W,2,05,1.4,40.0,M,47.0,M,,*6D::$GPVTG,36.9,T,36.9,M,2.1,N,4.0,K,D*21::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195544,A,5023.233915,N,00408.728975,W,2.1,36.9,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.7,1.4,0.8*33",234015,2019-08-30 20:55:44:874
-2.7494,-8.9952,-0.0932,-1.085,-9.7322,-0.5265,-0.3393,1.3992,-0.1513,1.2879,0.2414,-0.2244,0.0,9.83,45.2,-8.81,37.61,75.09,159.22,0.0,1016.12,65.356,50.38725,-4.145468,87.0,NaN,,4.1,9.0,31.8,7 / 17,"$GPGSV,2,2,08,30,69,126,26,15,02,270,,21,00,000,,28,08,142,*79::$GPGGA,195545,5023.234401,N,00408.728143,W,2,05,1.5,41.0,M,47.0,M,,*6E::$GPVTG,37.8,T,37.8,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195545,A,5023.234401,N,00408.728143,W,2.1,37.8,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.8,1.5,0.9*3C",235015,2019-08-30 20:55:45:874
-1.7437,-10.958,2.1891,-0.9156,-9.5029,-2.2419,3.5616,1.6998,3.9428,1.2723,-0.943,-0.1135,0.0,9.86,46.13,-3.88,36.82,72.29,160.33,0.0,1016.0,66.284,50.387257,-4.145453,86.0,NaN,,3.24,9.0,33.3,7 / 17,"$GPGSV,2,2,08,30,69,126,26,15,02,270,,21,00,000,,28,08,142,*79::$GPGGA,195546,5023.234737,N,00408.728060,W,2,05,0.8,40.0,M,47.0,M,,*66::$GPVTG,31.8,T,31.8,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195546,A,5023.234737,N,00408.728060,W,2.2,31.8,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.1,0.8,0.7*37",236016,2019-08-30 20:55:46:875
-4.0763,-18.9941,-14.1968,-0.935,-9.362,-2.7657,-4.0603,-11.3862,-7.5679,-0.3349,-0.526,0.653,0.0,9.85,46.04,-5.17,36.15,72.68,161.32,0.0,1016.15,55.983,50.387264,-4.14544,86.0,NaN,,3.53,9.0,33.1,7 / 17,"$GPGSV,2,2,08,30,69,126,28,15,02,270,,21,00,000,,28,08,142,*77::$GPGGA,195547,5023.235413,N,00408.727154,W,2,05,1.0,39.0,M,47.0,M,,*6D::$GPVTG,33.3,T,33.3,M,1.7,N,3.2,K,D*21::$GLGSV,3,3,09,80,04,187,*5E::$GPRMC,195547,A,5023.235413,N,00408.727154,W,1.7,33.3,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.7*3C",237015,2019-08-30 20:55:47:874
1.7018,-5.8794,1.0408,-0.6142,-9.1424,-3.4943,2.4357,3.3585,4.4422,1.1294,-0.753,0.1473,0.0,5.34,43.35,-13.77,15.74,68.05,167.86,0.0,1016.16,55.727,50.38726,-4.145423,85.0,NaN,,4.14,9.0,36.8,7 / 17,"$GPGSV,2,2,08,30,69,126,29,15,02,270,,21,00,000,,28,08,142,*76::$GPGGA,195548,5023.235824,N,00408.726380,W,2,05,1.5,39.0,M,47.0,M,,*65::$GPVTG,33.1,T,33.1,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,80,04,187,*5E::$GPRMC,195548,A,5023.235824,N,00408.726380,W,1.9,33.1,300819,4.8,W,D*26::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.8,1.5,0.9*3C",238015,2019-08-30 20:55:48:874
2.4545,-7.0528,-2.2824,-1.172,-9.1255,-3.3945,-3.2808,0.4535,3.5157,-0.6265,0.5183,0.4348,0.0,-6.33,44.95,-11.83,356.52,68.52,160.95,0.0,1016.19,45.536,50.387264,-4.145419,85.0,NaN,,2.12,9.0,37.5,7 / 17,"$GPGSV,2,2,08,30,69,126,29,15,02,270,,21,00,000,,28,08,142,*76::$GPGGA,195549,5023.235633,N,00408.725387,W,2,05,1.0,38.0,M,47.0,M,,*6C::$GPVTG,36.8,T,36.8,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,04,187,*5E::$GPRMC,195549,A,5023.235633,N,00408.725387,W,2.2,36.8,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",239015,2019-08-30 20:55:49:874
-0.9143,-11.2947,-2.6496,0.1803,-9.8047,-0.0698,-1.1701,0.1145,-2.7211,-1.5867,1.0913,0.0993,0.0,2.09,42.1,-20.79,298.58,88.87,-111.17,0.0,1016.15,49.947,50.38727,-4.145421,86.0,NaN,,2.02,10.0,37.4,7 / 17,"$GPGSV,2,2,08,30,69,126,28,15,02,270,,21,00,000,,28,08,142,*77::$GPGGA,195550,5023.235923,N,00408.725163,W,2,05,1.0,38.0,M,47.0,M,,*62::$GPVTG,37.5,T,37.5,M,1.1,N,2.1,K,D*25::$GLGSV,3,3,09,80,04,187,*5E::$GPRMC,195550,A,5023.235923,N,00408.725163,W,1.1,37.5,300819,4.8,W,D*2D::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.7*3C",240014,2019-08-30 20:55:50:873
-2.1499,-9.6635,-1.6653,0.0558,-9.6906,1.5034,-2.7097,-0.9468,-3.118,0.1412,-0.5811,-0.3808,0.0,13.03,41.17,-17.2,233.66,81.18,-2.12,0.0,1016.18,63.987,50.387276,-4.145404,85.0,NaN,,3.49,9.0,37.5,7 / 17,"$GPGSV,2,2,08,30,69,126,29,15,02,270,,21,00,000,,28,08,142,*76::$GPGGA,195551,5023.236413,N,00408.725232,W,2,05,1.5,39.0,M,47.0,M,,*6D::$GPVTG,37.4,T,37.4,M,1.1,N,2.0,K,D*24::$GLGSV,3,3,09,80,04,187,*5E::$GPRMC,195551,A,5023.236413,N,00408.725232,W,1.1,37.4,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.8,1.5,0.9*3C",241015,2019-08-30 20:55:51:874
-1.2125,-8.5579,-0.1401,-1.0908,-9.7209,0.6963,-0.7767,1.124,0.4971,1.1638,-1.1851,-0.382,0.0,13.67,43.32,-10.65,171.68,82.42,57.45,0.0,1016.17,68.067,50.38728,-4.145391,85.0,NaN,,3.56,9.0,37.5,7 / 17,"$GPGSV,2,2,08,30,69,126,35,15,02,270,,21,00,000,,28,08,142,*7B::$GPGGA,195552,5023.236475,N,00408.724260,W,2,05,1.0,38.0,M,47.0,M,,*6C::$GPVTG,37.5,T,37.5,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,80,04,187,*5E::$GPRMC,195552,A,5023.236475,N,00408.724260,W,1.9,37.5,300819,4.8,W,D*2B::$GPGSA,A,3,05,07,09,13,30,,,,,,,,1.3,1.0,0.8*33",242015,2019-08-30 20:55:52:874
