index,light,lat,long,accel_x,ACCELEROMETER Y,ACCELEROMETER Z,LOCATION Accuracy,elapsed,timestamp,geometry
387,2.0,50.388386,-4.1440779999999995,-5.3433,-17.4509,-10.554,11.0,387015,2019-08-30 20:58:17:874,POINT (-4.144077999999999 50.388386)
388,2.0,50.388393,-4.144069,-0.8195,-9.9523,0.4848,10.0,388015,2019-08-30 20:58:18:874,POINT (-4.144069 50.388393)
389,2.0,50.388386,-4.14406,-0.2383,-12.8881,0.0183,10.0,389016,2019-08-30 20:58:19:875,POINT (-4.14406 50.388386)
390,2.0,50.38839,-4.1440470000000005,-1.2207,-9.753,-0.8582,10.0,390015,2019-08-30 20:58:20:874,POINT (-4.144047 50.38839)
391,2.0,50.388405,-4.144044999999999,3.4704,-4.8167,2.2984,10.0,391015,2019-08-30 20:58:21:874,POINT (-4.144044999999999 50.388405)
392,2.0,50.388405,-4.144035,-0.1981,-7.1381,-2.5853,10.0,392015,2019-08-30 20:58:22:874,POINT (-4.144035 50.388405)
393,2.0,50.38841,-4.144033,-0.5437,-10.6244,-0.3155,10.0,393015,2019-08-30 20:58:23:874,POINT (-4.144033 50.38841)
394,2.0,50.388416,-4.1440339999999996,-2.2462,-7.3238,-3.8331,9.0,394015,2019-08-30 20:58:24:874,POINT (-4.144034 50.388416)
395,2.0,50.388416,-4.1440339999999996,-2.4636,-9.687999999999999,-0.3059,9.0,395015,2019-08-30 20:58:25:874,POINT (-4.144034 50.388416)
396,2.0,50.388416,-4.1440269999999995,-2.7196,-8.3293,-3.2132,9.0,396016,2019-08-30 20:58:26:875,POINT (-4.144026999999999 50.388416)
397,2.0,50.388424,-4.144018,-2.9619999999999997,-10.045,1.0167,9.0,397016,2019-08-30 20:58:27:875,POINT (-4.144018 50.388424)
398,2.0,50.388428000000005,-4.1440019999999995,-3.2798,-12.24,-4.957,9.0,398015,2019-08-30 20:58:28:874,POINT (-4.144002 50.388428)
399,2.0,50.388424,-4.143983,-1.1759,-6.8641,-1.2733,9.0,399015,2019-08-30 20:58:29:874,POINT (-4.143983 50.388424)
400,2.0,50.388416,-4.143953,-5.7318,-1.4812,5.2743,9.0,400015,2019-08-30 20:58:30:874,POINT (-4.143953 50.388416)
401,2.0,50.388412,-4.143911,-1.6002,-0.3909,9.559,3.0,401016,2019-08-30 20:58:31:875,POINT (-4.143911 50.388412)
402,2.0,50.388416,-4.143868,0.1039,0.8647,9.7703,3.0,402015,2019-08-30 20:58:32:874,POINT (-4.143868 50.388416)
403,2.0,50.388416,-4.1438559999999995,-2.9939999999999998,1.629,12.6045,3.0,403015,2019-08-30 20:58:33:874,POINT (-4.143856 50.388416)
404,2.0,50.388416,-4.143828,-1.4637,2.4344,7.0982,3.0,404015,2019-08-30 20:58:34:874,POINT (-4.143828 50.388416)
405,2.0,50.388416,-4.143811,-0.8684,3.4507,7.9807,3.0,405016,2019-08-30 20:58:35:875,POINT (-4.143811 50.388416)
406,2.0,50.388428000000005,-4.143797,1.4218,4.0672,9.9204,3.0,406014,2019-08-30 20:58:36:873,POINT (-4.143797 50.388428)
